SECTION,SECTION NAME,PART,SUBSECTION,SUBSECTION NAME,DESCRIPTION
"=""064216""",FLUSH PANELING,PART 1 - GENERAL,1.4-A,SUBMITTALS,"A. Action Submittals: Submit the following for responsive action (formal review and approval). 
1. Product Data: a. For manufactured items, submit manufacturer’s product data, specifications, and all other information necessary to show conformance to the Contract Documents, excluding material safety data sheets (MSDSs) and safety data sheets (SDSs), both of which are returned to the Contractor without review or responsive action. 
2. Shop Drawings: a. Submit dimensioned elevations drawn to scale and showing wall panel layout and types. Show locations, sizes, and extents of all wall panels and accessories. b. Include project-specific dimensioned details drawn to scale showing profiles, shapes, joints, seams, and dimensions, including coves, miters, and corner conditions specific to the project. Cross-reference details to elevations. c. Indicate method of attaching, fastening, joining, adhering, and anchoring to adjacent construction. 
3. Samples: a. Submit at least one 8-inch square representative fabrication sample for each wall panel type, color, finish, and variety, including core panels, facings, and edgings."
"=""064216""",FLUSH PANELING,PART 1 - GENERAL,1.4-B,SUBMITTALS,"B. Informational Submittals: Submit written descriptions confirming experience specified in QUALITY ASSURANCE article below for information (informal review: responsive action not expected or required, except to record non-conformance with submittal requirements)."
"=""064600""",INTERIOR WOOD TRIM,PART 1 - GENERAL,1.4-A,SUBMITTALS,"A. Action Submittals: Submit the following for responsive action (formal review and approval). 
1. Product Data: a. For manufactured items, submit manufacturer’s product data, specifications, and all other information necessary to show conformance to the Contract Documents, excluding material safety data sheets (MSDSs) and safety data sheets (SDSs), both of which are returned to the Contractor without review or responsive action. 
2. Shop Drawings: a. Submit dimensioned elevations drawn to scale and showing wood trim layout and types. Show locations, sizes, and extents of all wood trim and accessories. b. Include project-specific dimensioned details drawn to scale showing profiles, shapes, joints, seams, and dimensions, including coves, miters, and corner conditions specific to the project. Cross-reference details to elevations. c. Indicate method of attaching, fastening, joining, adhering, and anchoring to adjacent construction. 
3. Samples: a. Submit at least one 8-inch square representative fabrication sample for each wood trim type, finish, and variety, including core panels, facings, and edgings."
"=""064600""",INTERIOR WOOD TRIM,PART 1 - GENERAL,1.4-B,SUBMITTALS,"B. Informational Submittals: Submit written descriptions confirming experience specified in QUALITY ASSURANCE article below for information (informal review: responsive action not expected or required, except to record non-conformance with submittal requirements)."
"=""071723""",HDPE COMPOSITE SHEET WATERPROOFING,PART 1 - GENERAL,1.4-A,SUBMITTALS,"A. Action Submittals: Submit the following for responsive action (formal review and approval). 
1. Product Data: a. Submit manufacturer’s product data, specifications, typical installation details, and all other information necessary to show conformance to the Contract Documents, excluding material safety data sheets (MSDSs) and safety data sheets (SDSs), both of which are returned to the Contractor without review or responsive action. b. Submit sample warranties with warranty periods, terms, conditions, exclusions, and remedies explicitly defined for each warranty, including clear warranty period start dates. (e.g., date of manufacture, purchase, installation, Beneficial Occupancy, Substantial Completion, Final Completion, etc.) 
2. Shop Drawings: Include project-specific dimensioned details drawn to scale showing substrate joints and cracks, flashings, coating penetrations, transitions, terminations, and other conditions not detailed on the product data; or that are detailed, but not in a manner specific to the project."
"=""071723""",HDPE COMPOSITE SHEET WATERPROOFING,PART 1 - GENERAL,1.4-B,SUBMITTALS,"B. Informational Submittals: Submit the following for information (informal review: responsive action not expected or required, except to record non-conformance with submittal requirements). 
1. Manufacturer’s Instructions: Submit manufacturer-prepared published instructions for proper installation of furnished waterproofing. a. If manufacturer’s instructions are unavailable or do not apply to specific project conditions, then consult the manufacturer’s representative and obtain project- specific supplemental instructions printed on manufacturer’s letterhead. b. Promptly distribute supplemental instructions to the Architect, who may have comments that lead to contract modifications or minor changes in the work. 
2. Qualification Statements: Submit written descriptions confirming experience specified in QUALITY ASSURANCE article below. 
3. Manufacturer’s Representative Reports: a. Before beginning work, request and submit reports confirming substrates are properly prepared in conformance with manufacturer’s instructions and other requirements and recommendations; are acceptable and satisfactory to receive the work of this specification section; and conform to all requirements necessary to issue specified and other warranties. b. During the work, request and submit reports documenting actions taken by the manufacturer’s representative to verify conformance with manufacturer’s instructions and other requirements and recommendations. c. Upon completion, request and submit reports confirming installed waterproofing conforms to all requirements necessary to issue specified and other warranties."
"=""071723""",HDPE COMPOSITE SHEET WATERPROOFING,PART 1 - GENERAL,1.4-C,SUBMITTALS,"C. Closeout Submittals: Submit the following to the Architect as a condition of project closeout. PAGE : 262 
1. Warranty Documentation: Submit final warranties signed by the manufacturer’s representative with complete terms indicated for all warranties covering items furnished or installed under this specification section."
"=""072150""",BUILDING ENCLOSURE INSULATION,PART 1 - GENERAL,1.4-A,SUBMITTALS,"A. Action Submittals: Submit the following for responsive action (formal review and approval). 
1. Product Data: Submit manufacturer’s product data, specifications, typical installation details, and all other information necessary to show conformance to the Contract Documents, excluding material safety data sheets (MSDSs) and safety data sheets (SDSs), both of which are returned to the Contractor without review or responsive action."
"=""072150""",BUILDING ENCLOSURE INSULATION,PART 1 - GENERAL,1.4-B,SUBMITTALS,"B. Informational Submittals: Submit manufacturer’s instructions for information (informal review: responsive action not expected or required, except to record non-conformance with submittal requirements). 
1. Submit manufacturer-prepared published instructions for proper installation of furnished insulation. 
2. If manufacturer’s instructions are unavailable or do not apply to specific project conditions, then consult the manufacturer’s representative and obtain project- specific supplemental instructions printed on manufacturer’s letterhead. 
3. Promptly distribute supplemental instructions to the Architect, who may have comments that lead to contract modifications or minor changes in the work."
"=""072613""",GRADE VAPOR RETARDERS,PART 1 - GENERAL,1.4-A,SUBMITTALS,"A. Action Submittals: Submit the following for responsive action (formal review and approval). 
1. Product Data: Submit manufacturer’s product data, specifications, typical installation details, and all other information necessary to show conformance to the Contract Documents, excluding material safety data VDRs (MSDSs) and safety data sheets (SDSs), both of which are returned to the Contractor without review or responsive action. 
2. Shop Drawings: Include project-specific dimensioned details drawn to scale showing conditions not detailed on the product data; or that are detailed, but not in a manner specific to the project."
