Spec Number,Spec Name,Para,Sub Section Heading,Submittal Type,Submittal Description,Submittal Summary
54000,COLD-FORMED METAL FRAMING TO NONSTRUCTURAL FRAMI,1.4-B-1,ACTION SUBMITTALS,Shop Drawings,"1. Include layout, spacings, sizes, thicknesses, and types of cold-formed steel framing; 
fabrication; and fastening and anchorage details, including mechanical fasteners.", Include layout spacing
54000,COLD-FORMED METAL FRAMING TO NONSTRUCTURAL FRAMI,1.4-B-2,ACTION SUBMITTALS,Shop Drawings,"2. Indicate reinforcing channels, opening framing, supplemental framing, strapping, bracing, 
bridging, splices, accessories, connection details, and attachment to adjoining work.", Indicate rein
54000,COLD-FORMED METAL FRAMING TO NONSTRUCTURAL FRAMI,1.4-C,ACTION SUBMITTALS,Delegated-Design Submittal,Delegated-Design Submittal : For cold-formed steel framing., Delegated
54000,COLD-FORMED METAL FRAMING TO NONSTRUCTURAL FRAMI,1.5-A,INFORMATIONAL SUBMITTALS,Qualification Data,Qualification Data : For testing agency., Qualification Data For
54000,COLD-FORMED METAL FRAMING TO NONSTRUCTURAL FRAMI,1.5-B,INFORMATIONAL SUBMITTALS,Certificates,Welding certificates., Weld
54000,COLD-FORMED METAL FRAMING TO NONSTRUCTURAL FRAMI,1.5-C,INFORMATIONAL SUBMITTALS,Certificates,Product Certificates : For each type of code-compliance certification for studs and tracks., studs
54000,COLD-FORMED METAL FRAMING TO NONSTRUCTURAL FRAMI,1.5-D-1,INFORMATIONAL SUBMITTALS,Test Reports,1. Power-actuated anchors., Poweractuated
54000,COLD-FORMED METAL FRAMING TO NONSTRUCTURAL FRAMI,1.5-D-2,INFORMATIONAL SUBMITTALS,Test Reports,2. Mechanical fasteners., Mechanical fasten
54000,COLD-FORMED METAL FRAMING TO NONSTRUCTURAL FRAMI,1.5-D-3,INFORMATIONAL SUBMITTALS,Test Reports,3. Vertical deflection clips., Vertical def
54000,COLD-FORMED METAL FRAMING TO NONSTRUCTURAL FRAMI,1.5-D-4,INFORMATIONAL SUBMITTALS,Test Reports,4. Horizontal drift deflection clips, Horizontal drift
54000,COLD-FORMED METAL FRAMING TO NONSTRUCTURAL FRAMI,1.5-D-5,INFORMATIONAL SUBMITTALS,Test Reports,5. Miscellaneous structural clips and accessories., Miscellane
54000,COLD-FORMED METAL FRAMING TO NONSTRUCTURAL FRAMI,1.5-E-1,INFORMATIONAL SUBMITTALS,Reports,"1. For nonstandard cold-formed steel framing power-actuated fasteners, from ICC-ES or 
other qualified testing agency acceptable to authorities having jurisdiction.", ICCES
54000,COLD-FORMED METAL FRAMING TO NONSTRUCTURAL FRAMI,1.5-E-2,INFORMATIONAL SUBMITTALS,Reports,"2. For sill sealer gasket/termite barrier, showing compliance with ICC-ES AC380.", ICCES
55000,METAL FABRICATIONS,1.4-A-1,ACTION SUBMITTALS,Product Data,1. Nonslip aggregates and nonslip-aggregate surface finishes., Nonslip
55000,METAL FABRICATIONS,1.4-A-2,ACTION SUBMITTALS,Product Data,2. Fasteners., Fasteners
55000,METAL FABRICATIONS,1.4-A-3,ACTION SUBMITTALS,Product Data,3. Shop primers., Shop primers
55000,METAL FABRICATIONS,1.4-A-4,ACTION SUBMITTALS,Product Data,4. Shrinkage-resisting grout., Shrinkage
55000,METAL FABRICATIONS,1.4-A-5,ACTION SUBMITTALS,Product Data,5. Prefabricated building columns., Prefabricated building
55000,METAL FABRICATIONS,1.4-A-6,ACTION SUBMITTALS,Product Data,6. Slotted channel framing., Slotted channel
55000,METAL FABRICATIONS,1.4-A-7,ACTION SUBMITTALS,Product Data,7. Alternating tread devices., Alternating
55000,METAL FABRICATIONS,1.4-A-8,ACTION SUBMITTALS,Product Data,8. Metal bollards., Metal boll
55000,METAL FABRICATIONS,1.4-A-9,ACTION SUBMITTALS,Product Data,9. Abrasive metal nosings., Abrasive
55000,METAL FABRICATIONS,1.4-B-1,ACTION SUBMITTALS,Shop Drawings,1. Steel framing and supports for ceiling-hung toilet compartments., Steel fram
55000,METAL FABRICATIONS,1.4-B-2,ACTION SUBMITTALS,Shop Drawings,2. Steel framing and supports for operable partitions., Steel fram
55000,METAL FABRICATIONS,1.4-B-3,ACTION SUBMITTALS,Shop Drawings,3. Steel framing and supports for overhead doors., Steel fram
55000,METAL FABRICATIONS,1.4-B-4,ACTION SUBMITTALS,Shop Drawings,4. Steel framing and supports for countertops., Steel fram
55000,METAL FABRICATIONS,1.4-B-5,ACTION SUBMITTALS,Shop Drawings,5. Steel framing and supports for laboratory equipment., Steel fram
55000,METAL FABRICATIONS,1.4-B-6,ACTION SUBMITTALS,Shop Drawings,"6. Elevator machine beams, hoist beams and divider beams.", Elevator
55000,METAL FABRICATIONS,1.4-B-7,ACTION SUBMITTALS,Shop Drawings,7. Steel shapes for supporting elevator door sills., Steel shapes supporting
55000,METAL FABRICATIONS,1.4-B-8,ACTION SUBMITTALS,Shop Drawings,8. Prefabricated building columns., Prefabricated building
55000,METAL FABRICATIONS,1.4-B-9,ACTION SUBMITTALS,Shop Drawings,9. Shelf angles., Shelf angles:
55000,METAL FABRICATIONS,1.4-B-1,ACTION SUBMITTALS,Shop Drawings,10. Alternating tread devices., Alternating
55000,METAL FABRICATIONS,1.4-B-1,ACTION SUBMITTALS,Shop Drawings,11. Metal floor plate and supports., Metal floor plate
55000,METAL FABRICATIONS,1.4-B-1,ACTION SUBMITTALS,Shop Drawings,12. Elevator pit sump covers., Elevator
55000,METAL FABRICATIONS,1.4-B-1,ACTION SUBMITTALS,Shop Drawings,13. Miscellaneous steel trim including steel angle corner guards and loading-dock edge angles., Miscellane
55000,METAL FABRICATIONS,1.4-B-1,ACTION SUBMITTALS,Shop Drawings,14. Metal bollards., Metal boll
55000,METAL FABRICATIONS,1.4-B-1,ACTION SUBMITTALS,Shop Drawings,15. Abrasive metal nosings., Abrasive
55000,METAL FABRICATIONS,1.4-C,ACTION SUBMITTALS,Samples,Samples for Verification : For each type and finish of extruded nosing., Samples Ver
55000,METAL FABRICATIONS,1.4-D,ACTION SUBMITTALS,Delegated-Design Submittal,"Delegated-Design Submittal : For alternating tread devices, including analysis data signed and 
sealed by the qualified professional engineer responsible for their preparation.", Delegated
55000,METAL FABRICATIONS,1.5-A,INFORMATIONAL SUBMITTALS,Qualification Data,"Qualification Data : For professional engineer's experience with providing delegated-design 
engineering services of the kind indicated, including documentation that engineer is licensed in
the jurisdiction in which Project is located.", Qualification Data For
55000,METAL FABRICATIONS,1.5-B,INFORMATIONAL SUBMITTALS,Certificates,"Mill Certificates : Signed by stainless steel manufacturers, certifying that products furnished 
comply with requirements.", Mill Certificates
55000,METAL FABRICATIONS,1.5-C,INFORMATIONAL SUBMITTALS,Certificates,Welding certificates., Weld
55000,METAL FABRICATIONS,1.5-D,INFORMATIONAL SUBMITTALS,Certificates,"Paint Compatibility Certificates : From manufacturers of topcoats applied over shop primers, 
certifying that shop primers are compatible with topcoats.", topcoats
55000,METAL FABRICATIONS,1.5-E,INFORMATIONAL SUBMITTALS,Reports,Research Reports : For post-installed anchors., Research Reports
55113,METAL PAN STAIRS,1.4-A-1,ACTION SUBMITTALS,Product Data,1. Woven-wire mesh., Wovenwire
55113,METAL PAN STAIRS,1.4-A-2,ACTION SUBMITTALS,Product Data,"2. Prefilled metal-pan-stair treads. 
", Prefilled metal
55113,METAL PAN STAIRS,1.4-A-3,ACTION SUBMITTALS,Product Data,3. Abrasive nosings., Abrasive
55113,METAL PAN STAIRS,1.4-A-4,ACTION SUBMITTALS,Product Data,4. Shop primer products., Shop primer products
55113,METAL PAN STAIRS,1.4-A-5,ACTION SUBMITTALS,Product Data,5. Precast terrazzo treads., Precast 
55113,METAL PAN STAIRS,1.4-A-6,ACTION SUBMITTALS,Product Data,6. Handrail wall brackets., Handrail wall
55113,METAL PAN STAIRS,1.4-A-7,ACTION SUBMITTALS,Product Data,7. Grout., Grout:
55113,METAL PAN STAIRS,1.4-B-1,ACTION SUBMITTALS,Shop Drawings,"1. Include plans, elevations, sections, details, and attachments to other work.", Include plans elevation
55113,METAL PAN STAIRS,1.4-B-2,ACTION SUBMITTALS,Shop Drawings,"2. Indicate sizes of metal sections, thickness of metals, profiles, holes, and field joints.", Indicate sizes
55113,METAL PAN STAIRS,1.4-B-3,ACTION SUBMITTALS,Shop Drawings,3. Include plan at each level., Include plan level
55113,METAL PAN STAIRS,1.4-B-4,ACTION SUBMITTALS,Shop Drawings,"4. Indicate locations of anchors, weld plates, and blocking for attachment of wall-mounted 
handrails.", Indicate locations
55113,METAL PAN STAIRS,1.4-B-5,ACTION SUBMITTALS,Shop Drawings,5. Indicate profile and dimensions of precast terrazzo treads., Indicate profile
55113,METAL PAN STAIRS,1.4-C,ACTION SUBMITTALS,Samples,Samples for Verification : For each type and finish of nosing and precast terrazzo tread., Samples Ver
55113,METAL PAN STAIRS,1.4-D,ACTION SUBMITTALS,Delegated-Design Submittal,"Delegated-Design Submittal : For stairs, railings and guards, precast terrazzo treads including 
analysis data signed and sealed by the qualified professional engineer responsible for their
preparation. Verify stair stringer sizes shown on structural drawings. Delegated designer can
reduce steel sizes and bracing as engineer of record.", Delegated
55113,METAL PAN STAIRS,1.5-A,INFORMATIONAL SUBMITTALS,Qualification Data,"Qualification Data : For professional engineer's experience with providing delegated-design 
engineering services of the kind indicated, including documentation that engineer is licensed in
the State in which Project is located.", Qualification Data For
55113,METAL PAN STAIRS,1.5-B,INFORMATIONAL SUBMITTALS,Certificates,Welding certificates., Weld
55113,METAL PAN STAIRS,1.5-C,INFORMATIONAL SUBMITTALS,Certificates,"Paint Compatibility Certificates : From manufacturers of topcoats applied over shop primers, 
certifying that shop primers are compatible with topcoats.", topcoats
55119,METAL GRATING STAIRS,1.4-A-1,ACTION SUBMITTALS,Product Data,1. Gratings., Gratings
55119,METAL GRATING STAIRS,1.4-A-2,ACTION SUBMITTALS,Product Data,2. Shop primer products., Shop primer products
55119,METAL GRATING STAIRS,1.4-A-3,ACTION SUBMITTALS,Product Data,3. Grout., Grout:
55119,METAL GRATING STAIRS,1.4-B-1,ACTION SUBMITTALS,Shop Drawings,"1. Include plans, elevations, sections, details, and attachment to other work.", Include plans elevation
55119,METAL GRATING STAIRS,1.4-B-2,ACTION SUBMITTALS,Shop Drawings,"2. Indicate sizes of metal sections, thickness of metals, profiles, holes, and field joints.", Indicate sizes
55119,METAL GRATING STAIRS,1.4-B-3,ACTION SUBMITTALS,Shop Drawings,3. Include plan at each level., Include plan level
55119,METAL GRATING STAIRS,1.4-B-4,ACTION SUBMITTALS,Shop Drawings,"4. Indicate locations of anchors, weld plates, and blocking for attachment of wall-mounted 
handrails.", Indicate locations
55119,METAL GRATING STAIRS,1.4-C,ACTION SUBMITTALS,Delegated-Design Submittal,"Delegated-Design Submittal : For stairs, including analysis data signed and sealed by the qualified 
professional engineer responsible for their preparation.", Delegated
55119,METAL GRATING STAIRS,1.5-A,INFORMATIONAL SUBMITTALS,Qualification Data,"Qualification Data : For professional engineer's experience with providing delegated-design 
engineering services of the kind indicated, including documentation that engineer is licensed in
the State in which Project is located.", Qualification Data For
55119,METAL GRATING STAIRS,1.5-B,INFORMATIONAL SUBMITTALS,Certificates,Welding certificates., Weld
55119,METAL GRATING STAIRS,1.5-C,INFORMATIONAL SUBMITTALS,Certificates,"Paint Compatibility Certificates : From manufacturers of topcoats applied over shop primers, 
certifying that shop primers are compatible with topcoats.", topcoats
55213,PIPE AND TUBE RAILINGS,1.4-A-1,ACTION SUBMITTALS,Product Data,1. Manufacturer's product lines of mechanically connected railings., Manufacturers product
55213,PIPE AND TUBE RAILINGS,1.4-A-2,ACTION SUBMITTALS,Product Data,2. Fasteners., Fasteners
55213,PIPE AND TUBE RAILINGS,1.4-A-3,ACTION SUBMITTALS,Product Data,3. Post-installed anchors., Postinstalle
55213,PIPE AND TUBE RAILINGS,1.4-A-4,ACTION SUBMITTALS,Product Data,4. Handrail brackets., Handrail bracket
55213,PIPE AND TUBE RAILINGS,1.4-A-5,ACTION SUBMITTALS,Product Data,5. Shop primer., Shop primer here
55213,PIPE AND TUBE RAILINGS,1.4-A-6,ACTION SUBMITTALS,Product Data,6. Intermediate coats and topcoats., Intermediate coats
55213,PIPE AND TUBE RAILINGS,1.4-A-7,ACTION SUBMITTALS,Product Data,"7. Nonshrink, nonmetallic grout.", Nonmetallic
55213,PIPE AND TUBE RAILINGS,1.4-A-8,ACTION SUBMITTALS,Product Data,8. Anchoring cement., Anchoring cement
55213,PIPE AND TUBE RAILINGS,1.4-A-9,ACTION SUBMITTALS,Product Data,9. Metal finishes., Metal finishes:
55213,PIPE AND TUBE RAILINGS,1.4-A-1,ACTION SUBMITTALS,Product Data,10. Paint products., Paint products:
55213,PIPE AND TUBE RAILINGS,1.4-B,ACTION SUBMITTALS,Shop Drawings,"Shop Drawings : Include plans, elevations, sections, details, and attachments to other work.", Shop Drawings
55213,PIPE AND TUBE RAILINGS,1.4-C-1,ACTION SUBMITTALS,Samples,"1. Assembled Sample of railing system, made from full-size components, including top rail, 
post, handrail, and infill. Sample need not be full height. 
a. Show method of connecting members at intersections.", assembl
55213,PIPE AND TUBE RAILINGS,1.4-D,ACTION SUBMITTALS,Delegated-Design Submittal,"Delegated-Design Submittal : For railings, including analysis data signed and sealed by the 
qualified professional engineer responsible for their preparation including base connection
design.", Delegated
55213,PIPE AND TUBE RAILINGS,1.5-A,INFORMATIONAL SUBMITTALS,Qualification Data,Qualification Data : For delegated-design professional engineer., Delegated
55213,PIPE AND TUBE RAILINGS,1.5-B,INFORMATIONAL SUBMITTALS,Certificates,Welding certificates., Weld
55213,PIPE AND TUBE RAILINGS,1.5-C,INFORMATIONAL SUBMITTALS,Certificates,"Mill Certificates : Signed by manufacturers of stainless steel products, certifying that products 
furnished comply with requirements.", Mill Certificates
55213,PIPE AND TUBE RAILINGS,1.5-D,INFORMATIONAL SUBMITTALS,Certificates,"Paint Compatibility Certificates : From manufacturers of topcoats applied over shop primers, 
certifying that shop primers are compatible with topcoats.", topcoats
55213,PIPE AND TUBE RAILINGS,1.5-F,INFORMATIONAL SUBMITTALS,Reports,"Research Reports : For post-installed anchors, from ICC-ES or other qualified testing agency 
acceptable to authorities having jurisdiction.", ICCES
55313,BAR GRATINGS,1.4-A-1,ACTION SUBMITTALS,Product Data,1. Clips and anchorage devices for gratings., Clips anchor
55313,BAR GRATINGS,1.4-A-2,ACTION SUBMITTALS,Product Data,2. Paint products., Paint products:
55313,BAR GRATINGS,1.4-B,ACTION SUBMITTALS,Shop Drawings,"Shop Drawings : Include plans, sections, details, and attachments to other work.", Shop Drawings
55313,BAR GRATINGS,1.5-A,INFORMATIONAL SUBMITTALS,Certificates,"Mill Certificates : Signed by manufacturers of stainless steel certifying that products furnished 
comply with requirements.", Mill Certificates
55313,BAR GRATINGS,1.5-B,INFORMATIONAL SUBMITTALS,Certificates,Welding certificates., Weld
57313,GLAZED DECORATIVE METAL RAILINGS,1.5-A-1,ACTION SUBMITTALS,Product Data,1. Glass products., Glass products:
57313,GLAZED DECORATIVE METAL RAILINGS,1.5-A-2,ACTION SUBMITTALS,Product Data,2. Glazing cement and accessories for structural glass railings., Glazing cement
57313,GLAZED DECORATIVE METAL RAILINGS,1.5-A-3,ACTION SUBMITTALS,Product Data,3. Sealant and accessories for structural glass railings., Sealant accessories
57313,GLAZED DECORATIVE METAL RAILINGS,1.5-A-4,ACTION SUBMITTALS,Product Data,4. Fasteners., Fasteners
57313,GLAZED DECORATIVE METAL RAILINGS,1.5-A-5,ACTION SUBMITTALS,Product Data,"5. Nonshrink, nonmetallic grout.", Nonmetallic
57313,GLAZED DECORATIVE METAL RAILINGS,1.5-A-6,ACTION SUBMITTALS,Product Data,6. Anchoring cement., Anchoring cement
57313,GLAZED DECORATIVE METAL RAILINGS,1.5-B,ACTION SUBMITTALS,Shop Drawings,"Shop Drawings : Include plans, elevations, sections, and attachment details.", Shop Drawings
57313,GLAZED DECORATIVE METAL RAILINGS,1.5-C-1,ACTION SUBMITTALS,Samples,"1. Assembled Samples of railing systems, made from full-size components, including top 
rail, post, handrail, glass-infill panels. Show method of finishing members at 
intersections. Samples need not be full height.", Assembl
57313,GLAZED DECORATIVE METAL RAILINGS,1.5-D,ACTION SUBMITTALS,Delegated-Design Submittal,"Delegated-Design Submittal : For installed products indicated to comply with performance 
requirements and design criteria, including analysis data signed and sealed by the qualified
professional engineer responsible for their preparation.", Delegated
