,Spec Number,Spec Name,Para,Sub Section Heading,Submittal Type,Submittal Description,Submittal Summary
153,054000,COLD-FORMED METAL FRAMING TO NONSTRUCTURAL FRAMI,1.4-A-2,ACTION SUBMITTALS,Product Data,2. Interior non-load-bearing wall framing.,Interior
154,054000,COLD-FORMED METAL FRAMING TO NONSTRUCTURAL FRAMI,1.4-A-3,ACTION SUBMITTALS,Product Data,3. Vertical deflection clips.,Vertical deflection clips
155,054000,COLD-FORMED METAL FRAMING TO NONSTRUCTURAL FRAMI,1.4-A-4,ACTION SUBMITTALS,Product Data,4. Single deflection track.,Single deflection track
156,054000,COLD-FORMED METAL FRAMING TO NONSTRUCTURAL FRAMI,1.4-A-5,ACTION SUBMITTALS,Product Data,5. Drift clips.,Drift clips
157,054000,COLD-FORMED METAL FRAMING TO NONSTRUCTURAL FRAMI,1.4-A-6,ACTION SUBMITTALS,Product Data,6. Soffit framing.,Soffit framing
158,054000,COLD-FORMED METAL FRAMING TO NONSTRUCTURAL FRAMI,1.4-A-7,ACTION SUBMITTALS,Product Data,7. Power-actuated anchors.,Power-actuated anchors
159,054000,COLD-FORMED METAL FRAMING TO NONSTRUCTURAL FRAMI,1.4-B-1,ACTION SUBMITTALS,Shop Drawings,"1. Include layout, spacings, sizes, thicknesses, and types of cold-formed steel framing; 
fabrication; and fastening and anchorage details, including mechanical fasteners.",including mechanical fasteners
160,054000,COLD-FORMED METAL FRAMING TO NONSTRUCTURAL FRAMI,1.4-B-2,ACTION SUBMITTALS,Shop Drawings,"2. Indicate reinforcing channels, opening framing, supplemental framing, strapping, bracing, 
bridging, splices, accessories, connection details, and attachment to adjoining work.",connection details
161,054000,COLD-FORMED METAL FRAMING TO NONSTRUCTURAL FRAMI,1.4-C,ACTION SUBMITTALS,Delegated-Design Submittal,Delegated-Design Submittal : For cold-formed steel framing.,Delegated-Design Submittal
162,054000,COLD-FORMED METAL FRAMING TO NONSTRUCTURAL FRAMI,1.5-A,INFORMATIONAL SUBMITTALS,Qualification Data,Qualification Data : For testing agency.,Qualification Data
163,054000,COLD-FORMED METAL FRAMING TO NONSTRUCTURAL FRAMI,1.5-B,INFORMATIONAL SUBMITTALS,Certificates,Welding certificates.,Welding certificates
164,054000,COLD-FORMED METAL FRAMING TO NONSTRUCTURAL FRAMI,1.5-C,INFORMATIONAL SUBMITTALS,Certificates,Product Certificates : For each type of code-compliance certification for studs and tracks.,Product Certificates
165,054000,COLD-FORMED METAL FRAMING TO NONSTRUCTURAL FRAMI,1.5-D-1,INFORMATIONAL SUBMITTALS,Test Reports,1. Power-actuated anchors.,Power-actuated anchors
166,054000,COLD-FORMED METAL FRAMING TO NONSTRUCTURAL FRAMI,1.5-D-2,INFORMATIONAL SUBMITTALS,Test Reports,2. Mechanical fasteners.,Mechanical fasteners
167,054000,COLD-FORMED METAL FRAMING TO NONSTRUCTURAL FRAMI,1.5-D-3,INFORMATIONAL SUBMITTALS,Test Reports,3. Vertical deflection clips.,Vertical deflection clips
168,054000,COLD-FORMED METAL FRAMING TO NONSTRUCTURAL FRAMI,1.5-D-4,INFORMATIONAL SUBMITTALS,Test Reports,4. Horizontal drift deflection clips,Horizontal drift
169,054000,COLD-FORMED METAL FRAMING TO NONSTRUCTURAL FRAMI,1.5-D-5,INFORMATIONAL SUBMITTALS,Test Reports,5. Miscellaneous structural clips and accessories.,Miscellaneous structural
170,054000,COLD-FORMED METAL FRAMING TO NONSTRUCTURAL FRAMI,1.5-E-1,INFORMATIONAL SUBMITTALS,Reports,"1. For nonstandard cold-formed steel framing power-actuated fasteners, from ICC-ES or 
other qualified testing agency acceptable to authorities having jurisdiction.",power-actuated fasteners
171,054000,COLD-FORMED METAL FRAMING TO NONSTRUCTURAL FRAMI,1.5-E-2,INFORMATIONAL SUBMITTALS,Reports,"2. For sill sealer gasket/termite barrier, showing compliance with ICC-ES AC380.",termite barrier
172,055000,METAL FABRICATIONS,1.4-A-1,ACTION SUBMITTALS,Product Data,1. Nonslip aggregates and nonslip-aggregate surface finishes.,Nonslip aggregates
173,055000,METAL FABRICATIONS,1.4-A-2,ACTION SUBMITTALS,Product Data,2. Fasteners.,Fasteners
174,055000,METAL FABRICATIONS,1.4-A-3,ACTION SUBMITTALS,Product Data,3. Shop primers.,Shop primers
175,055000,METAL FABRICATIONS,1.4-A-4,ACTION SUBMITTALS,Product Data,4. Shrinkage-resisting grout.,Shrinkage-resisting grout
176,055000,METAL FABRICATIONS,1.4-A-5,ACTION SUBMITTALS,Product Data,5. Prefabricated building columns.,Prefabricated building columns
177,055000,METAL FABRICATIONS,1.4-A-6,ACTION SUBMITTALS,Product Data,6. Slotted channel framing.,Slotted channel framing
178,055000,METAL FABRICATIONS,1.4-A-7,ACTION SUBMITTALS,Product Data,7. Alternating tread devices.,Alternating tread devices
179,055000,METAL FABRICATIONS,1.4-A-8,ACTION SUBMITTALS,Product Data,8. Metal bollards.,Metal bollards
180,055000,METAL FABRICATIONS,1.4-A-9,ACTION SUBMITTALS,Product Data,9. Abrasive metal nosings.,Abrasive metal nosings
181,055000,METAL FABRICATIONS,1.4-B-1,ACTION SUBMITTALS,Shop Drawings,1. Steel framing and supports for ceiling-hung toilet compartments.,Steel framing
182,055000,METAL FABRICATIONS,1.4-B-2,ACTION SUBMITTALS,Shop Drawings,2. Steel framing and supports for operable partitions.,Steel framing
183,055000,METAL FABRICATIONS,1.4-B-3,ACTION SUBMITTALS,Shop Drawings,3. Steel framing and supports for overhead doors.,Steel framing
184,055000,METAL FABRICATIONS,1.4-B-4,ACTION SUBMITTALS,Shop Drawings,4. Steel framing and supports for countertops.,Steel framing
185,055000,METAL FABRICATIONS,1.4-B-5,ACTION SUBMITTALS,Shop Drawings,5. Steel framing and supports for laboratory equipment.,Steel framing
186,055000,METAL FABRICATIONS,1.4-B-6,ACTION SUBMITTALS,Shop Drawings,"6. Elevator machine beams, hoist beams and divider beams.",beams
187,055000,METAL FABRICATIONS,1.4-B-7,ACTION SUBMITTALS,Shop Drawings,7. Steel shapes for supporting elevator door sills.,Steel shapes
188,055000,METAL FABRICATIONS,1.4-B-8,ACTION SUBMITTALS,Shop Drawings,8. Prefabricated building columns.,Prefabricated building columns
189,055000,METAL FABRICATIONS,1.4-B-9,ACTION SUBMITTALS,Shop Drawings,9. Shelf angles.,Shelf angles
190,055000,METAL FABRICATIONS,1.4-B-1,ACTION SUBMITTALS,Shop Drawings,10. Alternating tread devices.,Alternating tread devices
191,055000,METAL FABRICATIONS,1.4-B-1,ACTION SUBMITTALS,Shop Drawings,11. Metal floor plate and supports.,Metal floor
192,055000,METAL FABRICATIONS,1.4-B-1,ACTION SUBMITTALS,Shop Drawings,12. Elevator pit sump covers.,Elevator pit
193,055000,METAL FABRICATIONS,1.4-B-1,ACTION SUBMITTALS,Shop Drawings,13. Miscellaneous steel trim including steel angle corner guards and loading-dock edge angles.,Miscellaneous steel trim
194,055000,METAL FABRICATIONS,1.4-B-1,ACTION SUBMITTALS,Shop Drawings,14. Metal bollards.,Metal bollards
195,055000,METAL FABRICATIONS,1.4-B-1,ACTION SUBMITTALS,Shop Drawings,15. Abrasive metal nosings.,Abrasive metal nosings
196,055000,METAL FABRICATIONS,1.4-C,ACTION SUBMITTALS,Samples,Samples for Verification : For each type and finish of extruded nosing.,Samples for Verification
197,055000,METAL FABRICATIONS,1.4-D,ACTION SUBMITTALS,Delegated-Design Submittal,"Delegated-Design Submittal : For alternating tread devices, including analysis data signed and 
sealed by the qualified professional engineer responsible for their preparation.",alternating tread devices
198,055000,METAL FABRICATIONS,1.5-A,INFORMATIONAL SUBMITTALS,Qualification Data,"Qualification Data : For professional engineer's experience with providing delegated-design 
engineering services of the kind indicated, including documentation that engineer is licensed in
the jurisdiction in which Project is located.",providing delegated-design engineering
199,055000,METAL FABRICATIONS,1.5-B,INFORMATIONAL SUBMITTALS,Certificates,"Mill Certificates : Signed by stainless steel manufacturers, certifying that products furnished 
comply with requirements.",Mill Certificates
200,055000,METAL FABRICATIONS,1.5-C,INFORMATIONAL SUBMITTALS,Certificates,Welding certificates.,Welding certificates
201,055000,METAL FABRICATIONS,1.5-D,INFORMATIONAL SUBMITTALS,Certificates,"Paint Compatibility Certificates : From manufacturers of topcoats applied over shop primers, 
certifying that shop primers are compatible with topcoats.",Paint Compatibility Certificates
202,055000,METAL FABRICATIONS,1.5-E,INFORMATIONAL SUBMITTALS,Reports,Research Reports : For post-installed anchors.,Research Reports
203,055113,METAL PAN STAIRS,1.4-A-1,ACTION SUBMITTALS,Product Data,1. Woven-wire mesh.,Woven-wire mesh
204,055113,METAL PAN STAIRS,1.4-A-2,ACTION SUBMITTALS,Product Data,"2. Prefilled metal-pan-stair treads. 
",Prefilled
205,055113,METAL PAN STAIRS,1.4-A-3,ACTION SUBMITTALS,Product Data,3. Abrasive nosings.,Abrasive nosings
206,055113,METAL PAN STAIRS,1.4-A-4,ACTION SUBMITTALS,Product Data,4. Shop primer products.,Shop primer products
207,055113,METAL PAN STAIRS,1.4-A-5,ACTION SUBMITTALS,Product Data,5. Precast terrazzo treads.,Precast terrazzo treads
208,055113,METAL PAN STAIRS,1.4-A-6,ACTION SUBMITTALS,Product Data,6. Handrail wall brackets.,Handrail wall brackets
209,055113,METAL PAN STAIRS,1.4-A-7,ACTION SUBMITTALS,Product Data,7. Grout.,Grout
210,055113,METAL PAN STAIRS,1.4-B-1,ACTION SUBMITTALS,Shop Drawings,"1. Include plans, elevations, sections, details, and attachments to other work.",elevations
211,055113,METAL PAN STAIRS,1.4-B-2,ACTION SUBMITTALS,Shop Drawings,"2. Indicate sizes of metal sections, thickness of metals, profiles, holes, and field joints.",profiles
212,055113,METAL PAN STAIRS,1.4-B-3,ACTION SUBMITTALS,Shop Drawings,3. Include plan at each level.,Include plan
213,055113,METAL PAN STAIRS,1.4-B-4,ACTION SUBMITTALS,Shop Drawings,"4. Indicate locations of anchors, weld plates, and blocking for attachment of wall-mounted 
handrails.",weld plates
214,055113,METAL PAN STAIRS,1.4-B-5,ACTION SUBMITTALS,Shop Drawings,5. Indicate profile and dimensions of precast terrazzo treads.,terrazzo treads
215,055113,METAL PAN STAIRS,1.4-C,ACTION SUBMITTALS,Samples,Samples for Verification : For each type and finish of nosing and precast terrazzo tread.,precast terrazzo tread
216,055113,METAL PAN STAIRS,1.4-D,ACTION SUBMITTALS,Delegated-Design Submittal,"Delegated-Design Submittal : For stairs, railings and guards, precast terrazzo treads including 
analysis data signed and sealed by the qualified professional engineer responsible for their
preparation. Verify stair stringer sizes shown on structural drawings. Delegated designer can
reduce steel sizes and bracing as engineer of record.",precast terrazzo treads
217,055113,METAL PAN STAIRS,1.5-A,INFORMATIONAL SUBMITTALS,Qualification Data,"Qualification Data : For professional engineer's experience with providing delegated-design 
engineering services of the kind indicated, including documentation that engineer is licensed in
the State in which Project is located.",providing delegated-design engineering
218,055113,METAL PAN STAIRS,1.5-B,INFORMATIONAL SUBMITTALS,Certificates,Welding certificates.,Welding certificates
219,055113,METAL PAN STAIRS,1.5-C,INFORMATIONAL SUBMITTALS,Certificates,"Paint Compatibility Certificates : From manufacturers of topcoats applied over shop primers, 
certifying that shop primers are compatible with topcoats.",Paint Compatibility Certificates
220,055119,METAL GRATING STAIRS,1.4-A-1,ACTION SUBMITTALS,Product Data,1. Gratings.,Gratings
221,055119,METAL GRATING STAIRS,1.4-A-2,ACTION SUBMITTALS,Product Data,2. Shop primer products.,Shop primer products
222,055119,METAL GRATING STAIRS,1.4-A-3,ACTION SUBMITTALS,Product Data,3. Grout.,Grout
223,055119,METAL GRATING STAIRS,1.4-B-1,ACTION SUBMITTALS,Shop Drawings,"1. Include plans, elevations, sections, details, and attachment to other work.",elevations
224,055119,METAL GRATING STAIRS,1.4-B-2,ACTION SUBMITTALS,Shop Drawings,"2. Indicate sizes of metal sections, thickness of metals, profiles, holes, and field joints.",profiles
225,055119,METAL GRATING STAIRS,1.4-B-3,ACTION SUBMITTALS,Shop Drawings,3. Include plan at each level.,Include plan
226,055119,METAL GRATING STAIRS,1.4-B-4,ACTION SUBMITTALS,Shop Drawings,"4. Indicate locations of anchors, weld plates, and blocking for attachment of wall-mounted 
handrails.",weld plates
227,055119,METAL GRATING STAIRS,1.4-C,ACTION SUBMITTALS,Delegated-Design Submittal,"Delegated-Design Submittal : For stairs, including analysis data signed and sealed by the qualified 
professional engineer responsible for their preparation.",including analysis data
228,055119,METAL GRATING STAIRS,1.5-A,INFORMATIONAL SUBMITTALS,Qualification Data,"Qualification Data : For professional engineer's experience with providing delegated-design 
engineering services of the kind indicated, including documentation that engineer is licensed in
the State in which Project is located.",providing delegated-design engineering
229,055119,METAL GRATING STAIRS,1.5-B,INFORMATIONAL SUBMITTALS,Certificates,Welding certificates.,Welding certificates
230,055119,METAL GRATING STAIRS,1.5-C,INFORMATIONAL SUBMITTALS,Certificates,"Paint Compatibility Certificates : From manufacturers of topcoats applied over shop primers, 
certifying that shop primers are compatible with topcoats.",Paint Compatibility Certificates
231,055213,PIPE AND TUBE RAILINGS,1.4-A-1,ACTION SUBMITTALS,Product Data,1. Manufacturer's product lines of mechanically connected railings.,Manufacturer product
232,055213,PIPE AND TUBE RAILINGS,1.4-A-2,ACTION SUBMITTALS,Product Data,2. Fasteners.,Fasteners
233,055213,PIPE AND TUBE RAILINGS,1.4-A-3,ACTION SUBMITTALS,Product Data,3. Post-installed anchors.,Post-installed anchors
234,055213,PIPE AND TUBE RAILINGS,1.4-A-4,ACTION SUBMITTALS,Product Data,4. Handrail brackets.,Handrail brackets
235,055213,PIPE AND TUBE RAILINGS,1.4-A-5,ACTION SUBMITTALS,Product Data,5. Shop primer.,Shop primer
236,055213,PIPE AND TUBE RAILINGS,1.4-A-6,ACTION SUBMITTALS,Product Data,6. Intermediate coats and topcoats.,Intermediate coats
237,055213,PIPE AND TUBE RAILINGS,1.4-A-7,ACTION SUBMITTALS,Product Data,"7. Nonshrink, nonmetallic grout.",Nonshrink
238,055213,PIPE AND TUBE RAILINGS,1.4-A-8,ACTION SUBMITTALS,Product Data,8. Anchoring cement.,Anchoring cement
239,055213,PIPE AND TUBE RAILINGS,1.4-A-9,ACTION SUBMITTALS,Product Data,9. Metal finishes.,Metal finishes
240,055213,PIPE AND TUBE RAILINGS,1.4-A-1,ACTION SUBMITTALS,Product Data,10. Paint products.,Paint products
241,055213,PIPE AND TUBE RAILINGS,1.4-B,ACTION SUBMITTALS,Shop Drawings,"Shop Drawings : Include plans, elevations, sections, details, and attachments to other work.",Shop Drawings
242,055213,PIPE AND TUBE RAILINGS,1.4-C-1,ACTION SUBMITTALS,Samples,"1. Assembled Sample of railing system, made from full-size components, including top rail, 
post, handrail, and infill. Sample need not be full height. 
a. Show method of connecting members at intersections.",including top rail
243,055213,PIPE AND TUBE RAILINGS,1.4-D,ACTION SUBMITTALS,Delegated-Design Submittal,"Delegated-Design Submittal : For railings, including analysis data signed and sealed by the 
qualified professional engineer responsible for their preparation including base connection
design.",base connection design
244,055213,PIPE AND TUBE RAILINGS,1.5-A,INFORMATIONAL SUBMITTALS,Qualification Data,Qualification Data : For delegated-design professional engineer.,Qualification Data
245,055213,PIPE AND TUBE RAILINGS,1.5-B,INFORMATIONAL SUBMITTALS,Certificates,Welding certificates.,Welding certificates
246,055213,PIPE AND TUBE RAILINGS,1.5-C,INFORMATIONAL SUBMITTALS,Certificates,"Mill Certificates : Signed by manufacturers of stainless steel products, certifying that products 
furnished comply with requirements.",Mill Certificates
247,055213,PIPE AND TUBE RAILINGS,1.5-D,INFORMATIONAL SUBMITTALS,Certificates,"Paint Compatibility Certificates : From manufacturers of topcoats applied over shop primers, 
certifying that shop primers are compatible with topcoats.",Paint Compatibility Certificates
248,055213,PIPE AND TUBE RAILINGS,1.5-F,INFORMATIONAL SUBMITTALS,Reports,"Research Reports : For post-installed anchors, from ICC-ES or other qualified testing agency 
acceptable to authorities having jurisdiction.",Research Reports
249,055313,BAR GRATINGS,1.4-A-1,ACTION SUBMITTALS,Product Data,1. Clips and anchorage devices for gratings.,Clips and anchorage
250,055313,BAR GRATINGS,1.4-A-2,ACTION SUBMITTALS,Product Data,2. Paint products.,Paint products
