Spec Number,Spec Name,Para,Sub Section Heading,Submittal Type,Submittal Description
054000,COLD-FORMED METAL FRAMING TO NONSTRUCTURAL FRAMI,1.5-E-1,INFORMATIONAL SUBMITTALS,Reports,"1. For nonstandard cold-formed steel framing power-actuated fasteners, from ICC-ES or 
other qualified testing agency acceptable to authorities having jurisdiction."
054000,COLD-FORMED METAL FRAMING TO NONSTRUCTURAL FRAMI,1.5-E-2,INFORMATIONAL SUBMITTALS,Reports,"2. For sill sealer gasket/termite barrier, showing compliance with ICC-ES AC380."
055000,METAL FABRICATIONS,1.4-A-1,ACTION SUBMITTALS,Product Data,1. Nonslip aggregates and nonslip-aggregate surface finishes.
055000,METAL FABRICATIONS,1.4-A-2,ACTION SUBMITTALS,Product Data,2. Fasteners.
055000,METAL FABRICATIONS,1.4-A-3,ACTION SUBMITTALS,Product Data,3. Shop primers.
055000,METAL FABRICATIONS,1.4-A-4,ACTION SUBMITTALS,Product Data,4. Shrinkage-resisting grout.
055000,METAL FABRICATIONS,1.4-A-5,ACTION SUBMITTALS,Product Data,5. Prefabricated building columns.
055000,METAL FABRICATIONS,1.4-A-6,ACTION SUBMITTALS,Product Data,6. Slotted channel framing.
055000,METAL FABRICATIONS,1.4-A-7,ACTION SUBMITTALS,Product Data,7. Alternating tread devices.
055000,METAL FABRICATIONS,1.4-A-8,ACTION SUBMITTALS,Product Data,8. Metal bollards.
055000,METAL FABRICATIONS,1.4-A-9,ACTION SUBMITTALS,Product Data,9. Abrasive metal nosings.
055000,METAL FABRICATIONS,1.4-B-1,ACTION SUBMITTALS,Shop Drawings,1. Steel framing and supports for ceiling-hung toilet compartments.
055000,METAL FABRICATIONS,1.4-B-2,ACTION SUBMITTALS,Shop Drawings,2. Steel framing and supports for operable partitions.
055000,METAL FABRICATIONS,1.4-B-3,ACTION SUBMITTALS,Shop Drawings,3. Steel framing and supports for overhead doors.
055000,METAL FABRICATIONS,1.4-B-4,ACTION SUBMITTALS,Shop Drawings,4. Steel framing and supports for countertops.
055000,METAL FABRICATIONS,1.4-B-5,ACTION SUBMITTALS,Shop Drawings,5. Steel framing and supports for laboratory equipment.
055000,METAL FABRICATIONS,1.4-B-6,ACTION SUBMITTALS,Shop Drawings,"6. Elevator machine beams, hoist beams and divider beams."
055000,METAL FABRICATIONS,1.4-B-7,ACTION SUBMITTALS,Shop Drawings,7. Steel shapes for supporting elevator door sills.
055000,METAL FABRICATIONS,1.4-B-8,ACTION SUBMITTALS,Shop Drawings,8. Prefabricated building columns.
055000,METAL FABRICATIONS,1.4-B-9,ACTION SUBMITTALS,Shop Drawings,9. Shelf angles.
055000,METAL FABRICATIONS,1.4-B-1,ACTION SUBMITTALS,Shop Drawings,10. Alternating tread devices.
055000,METAL FABRICATIONS,1.4-B-1,ACTION SUBMITTALS,Shop Drawings,11. Metal floor plate and supports.
055000,METAL FABRICATIONS,1.4-B-1,ACTION SUBMITTALS,Shop Drawings,12. Elevator pit sump covers.
055000,METAL FABRICATIONS,1.4-B-1,ACTION SUBMITTALS,Shop Drawings,13. Miscellaneous steel trim including steel angle corner guards and loading-dock edge angles.
055000,METAL FABRICATIONS,1.4-B-1,ACTION SUBMITTALS,Shop Drawings,14. Metal bollards.
055000,METAL FABRICATIONS,1.4-B-1,ACTION SUBMITTALS,Shop Drawings,15. Abrasive metal nosings.
055000,METAL FABRICATIONS,1.4-C,ACTION SUBMITTALS,Samples,Samples for Verification : For each type and finish of extruded nosing.
055000,METAL FABRICATIONS,1.4-D,ACTION SUBMITTALS,Delegated-Design Submittal,"Delegated-Design Submittal : For alternating tread devices, including analysis data signed and 
sealed by the qualified professional engineer responsible for their preparation."
055000,METAL FABRICATIONS,1.5-A,INFORMATIONAL SUBMITTALS,Qualification Data,"Qualification Data : For professional engineer's experience with providing delegated-design 
engineering services of the kind indicated, including documentation that engineer is licensed in
the jurisdiction in which Project is located."
055000,METAL FABRICATIONS,1.5-B,INFORMATIONAL SUBMITTALS,Certificates,"Mill Certificates : Signed by stainless steel manufacturers, certifying that products furnished 
comply with requirements."
055000,METAL FABRICATIONS,1.5-C,INFORMATIONAL SUBMITTALS,Certificates,Welding certificates.
055000,METAL FABRICATIONS,1.5-D,INFORMATIONAL SUBMITTALS,Certificates,"Paint Compatibility Certificates : From manufacturers of topcoats applied over shop primers, 
certifying that shop primers are compatible with topcoats."
055000,METAL FABRICATIONS,1.5-E,INFORMATIONAL SUBMITTALS,Reports,Research Reports : For post-installed anchors.
055113,METAL PAN STAIRS,1.4-A-1,ACTION SUBMITTALS,Product Data,1. Woven-wire mesh.
055113,METAL PAN STAIRS,1.4-A-2,ACTION SUBMITTALS,Product Data,"2. Prefilled metal-pan-stair treads. 
"
055113,METAL PAN STAIRS,1.4-A-3,ACTION SUBMITTALS,Product Data,3. Abrasive nosings.
055113,METAL PAN STAIRS,1.4-A-4,ACTION SUBMITTALS,Product Data,4. Shop primer products.
055113,METAL PAN STAIRS,1.4-A-5,ACTION SUBMITTALS,Product Data,5. Precast terrazzo treads.
055113,METAL PAN STAIRS,1.4-A-6,ACTION SUBMITTALS,Product Data,6. Handrail wall brackets.
055113,METAL PAN STAIRS,1.4-A-7,ACTION SUBMITTALS,Product Data,7. Grout.
055113,METAL PAN STAIRS,1.4-B-1,ACTION SUBMITTALS,Shop Drawings,"1. Include plans, elevations, sections, details, and attachments to other work."
055113,METAL PAN STAIRS,1.4-B-2,ACTION SUBMITTALS,Shop Drawings,"2. Indicate sizes of metal sections, thickness of metals, profiles, holes, and field joints."
055113,METAL PAN STAIRS,1.4-B-3,ACTION SUBMITTALS,Shop Drawings,3. Include plan at each level.
055113,METAL PAN STAIRS,1.4-B-4,ACTION SUBMITTALS,Shop Drawings,"4. Indicate locations of anchors, weld plates, and blocking for attachment of wall-mounted 
handrails."
055113,METAL PAN STAIRS,1.4-B-5,ACTION SUBMITTALS,Shop Drawings,5. Indicate profile and dimensions of precast terrazzo treads.
055113,METAL PAN STAIRS,1.4-C,ACTION SUBMITTALS,Samples,Samples for Verification : For each type and finish of nosing and precast terrazzo tread.
055113,METAL PAN STAIRS,1.4-D,ACTION SUBMITTALS,Delegated-Design Submittal,"Delegated-Design Submittal : For stairs, railings and guards, precast terrazzo treads including 
analysis data signed and sealed by the qualified professional engineer responsible for their
preparation. Verify stair stringer sizes shown on structural drawings. Delegated designer can
reduce steel sizes and bracing as engineer of record."
055113,METAL PAN STAIRS,1.5-A,INFORMATIONAL SUBMITTALS,Qualification Data,"Qualification Data : For professional engineer's experience with providing delegated-design 
engineering services of the kind indicated, including documentation that engineer is licensed in
the State in which Project is located."
055113,METAL PAN STAIRS,1.5-B,INFORMATIONAL SUBMITTALS,Certificates,Welding certificates.
055113,METAL PAN STAIRS,1.5-C,INFORMATIONAL SUBMITTALS,Certificates,"Paint Compatibility Certificates : From manufacturers of topcoats applied over shop primers, 
certifying that shop primers are compatible with topcoats."
055119,METAL GRATING STAIRS,1.4-A-1,ACTION SUBMITTALS,Product Data,1. Gratings.
055119,METAL GRATING STAIRS,1.4-A-2,ACTION SUBMITTALS,Product Data,2. Shop primer products.
055119,METAL GRATING STAIRS,1.4-A-3,ACTION SUBMITTALS,Product Data,3. Grout.
055119,METAL GRATING STAIRS,1.4-B-1,ACTION SUBMITTALS,Shop Drawings,"1. Include plans, elevations, sections, details, and attachment to other work."
055119,METAL GRATING STAIRS,1.4-B-2,ACTION SUBMITTALS,Shop Drawings,"2. Indicate sizes of metal sections, thickness of metals, profiles, holes, and field joints."
055119,METAL GRATING STAIRS,1.4-B-3,ACTION SUBMITTALS,Shop Drawings,3. Include plan at each level.
055119,METAL GRATING STAIRS,1.4-B-4,ACTION SUBMITTALS,Shop Drawings,"4. Indicate locations of anchors, weld plates, and blocking for attachment of wall-mounted 
handrails."
055119,METAL GRATING STAIRS,1.4-C,ACTION SUBMITTALS,Delegated-Design Submittal,"Delegated-Design Submittal : For stairs, including analysis data signed and sealed by the qualified 
professional engineer responsible for their preparation."
055119,METAL GRATING STAIRS,1.5-A,INFORMATIONAL SUBMITTALS,Qualification Data,"Qualification Data : For professional engineer's experience with providing delegated-design 
engineering services of the kind indicated, including documentation that engineer is licensed in
the State in which Project is located."
055119,METAL GRATING STAIRS,1.5-B,INFORMATIONAL SUBMITTALS,Certificates,Welding certificates.
055119,METAL GRATING STAIRS,1.5-C,INFORMATIONAL SUBMITTALS,Certificates,"Paint Compatibility Certificates : From manufacturers of topcoats applied over shop primers, 
certifying that shop primers are compatible with topcoats."
055213,PIPE AND TUBE RAILINGS,1.4-A-1,ACTION SUBMITTALS,Product Data,1. Manufacturer's product lines of mechanically connected railings.
055213,PIPE AND TUBE RAILINGS,1.4-A-2,ACTION SUBMITTALS,Product Data,2. Fasteners.
055213,PIPE AND TUBE RAILINGS,1.4-A-3,ACTION SUBMITTALS,Product Data,3. Post-installed anchors.
055213,PIPE AND TUBE RAILINGS,1.4-A-4,ACTION SUBMITTALS,Product Data,4. Handrail brackets.
055213,PIPE AND TUBE RAILINGS,1.4-A-5,ACTION SUBMITTALS,Product Data,5. Shop primer.
055213,PIPE AND TUBE RAILINGS,1.4-A-6,ACTION SUBMITTALS,Product Data,6. Intermediate coats and topcoats.
055213,PIPE AND TUBE RAILINGS,1.4-A-7,ACTION SUBMITTALS,Product Data,"7. Nonshrink, nonmetallic grout."
055213,PIPE AND TUBE RAILINGS,1.4-A-8,ACTION SUBMITTALS,Product Data,8. Anchoring cement.
055213,PIPE AND TUBE RAILINGS,1.4-A-9,ACTION SUBMITTALS,Product Data,9. Metal finishes.
055213,PIPE AND TUBE RAILINGS,1.4-A-1,ACTION SUBMITTALS,Product Data,10. Paint products.
055213,PIPE AND TUBE RAILINGS,1.4-B,ACTION SUBMITTALS,Shop Drawings,"Shop Drawings : Include plans, elevations, sections, details, and attachments to other work."
055213,PIPE AND TUBE RAILINGS,1.4-C-1,ACTION SUBMITTALS,Samples,"1. Assembled Sample of railing system, made from full-size components, including top rail, 
post, handrail, and infill. Sample need not be full height. 
a. Show method of connecting members at intersections."
055213,PIPE AND TUBE RAILINGS,1.4-D,ACTION SUBMITTALS,Delegated-Design Submittal,"Delegated-Design Submittal : For railings, including analysis data signed and sealed by the 
qualified professional engineer responsible for their preparation including base connection
design."
055213,PIPE AND TUBE RAILINGS,1.5-A,INFORMATIONAL SUBMITTALS,Qualification Data,Qualification Data : For delegated-design professional engineer.
055213,PIPE AND TUBE RAILINGS,1.5-B,INFORMATIONAL SUBMITTALS,Certificates,Welding certificates.
055213,PIPE AND TUBE RAILINGS,1.5-C,INFORMATIONAL SUBMITTALS,Certificates,"Mill Certificates : Signed by manufacturers of stainless steel products, certifying that products 
furnished comply with requirements."
055213,PIPE AND TUBE RAILINGS,1.5-D,INFORMATIONAL SUBMITTALS,Certificates,"Paint Compatibility Certificates : From manufacturers of topcoats applied over shop primers, 
certifying that shop primers are compatible with topcoats."
055213,PIPE AND TUBE RAILINGS,1.5-F,INFORMATIONAL SUBMITTALS,Reports,"Research Reports : For post-installed anchors, from ICC-ES or other qualified testing agency 
acceptable to authorities having jurisdiction."
055313,BAR GRATINGS,1.4-A-1,ACTION SUBMITTALS,Product Data,1. Clips and anchorage devices for gratings.
055313,BAR GRATINGS,1.4-A-2,ACTION SUBMITTALS,Product Data,2. Paint products.
055313,BAR GRATINGS,1.4-B,ACTION SUBMITTALS,Shop Drawings,"Shop Drawings : Include plans, sections, details, and attachments to other work."
055313,BAR GRATINGS,1.5-A,INFORMATIONAL SUBMITTALS,Certificates,"Mill Certificates : Signed by manufacturers of stainless steel certifying that products furnished 
comply with requirements."
055313,BAR GRATINGS,1.5-B,INFORMATIONAL SUBMITTALS,Certificates,Welding certificates.
057313,GLAZED DECORATIVE METAL RAILINGS,1.5-A-1,ACTION SUBMITTALS,Product Data,1. Glass products.
057313,GLAZED DECORATIVE METAL RAILINGS,1.5-A-2,ACTION SUBMITTALS,Product Data,2. Glazing cement and accessories for structural glass railings.
057313,GLAZED DECORATIVE METAL RAILINGS,1.5-A-3,ACTION SUBMITTALS,Product Data,3. Sealant and accessories for structural glass railings.
057313,GLAZED DECORATIVE METAL RAILINGS,1.5-A-4,ACTION SUBMITTALS,Product Data,4. Fasteners.
057313,GLAZED DECORATIVE METAL RAILINGS,1.5-A-5,ACTION SUBMITTALS,Product Data,"5. Nonshrink, nonmetallic grout."
057313,GLAZED DECORATIVE METAL RAILINGS,1.5-A-6,ACTION SUBMITTALS,Product Data,6. Anchoring cement.
057313,GLAZED DECORATIVE METAL RAILINGS,1.5-B,ACTION SUBMITTALS,Shop Drawings,"Shop Drawings : Include plans, elevations, sections, and attachment details."
057313,GLAZED DECORATIVE METAL RAILINGS,1.5-C-1,ACTION SUBMITTALS,Samples,"1. Assembled Samples of railing systems, made from full-size components, including top 
rail, post, handrail, glass-infill panels. Show method of finishing members at 
intersections. Samples need not be full height."
057313,GLAZED DECORATIVE METAL RAILINGS,1.5-D,ACTION SUBMITTALS,Delegated-Design Submittal,"Delegated-Design Submittal : For installed products indicated to comply with performance 
requirements and design criteria, including analysis data signed and sealed by the qualified
professional engineer responsible for their preparation."
057313,GLAZED DECORATIVE METAL RAILINGS,1.6-A,INFORMATIONAL SUBMITTALS,Qualification Data,Qualification Data : For professional engineer.
057313,GLAZED DECORATIVE METAL RAILINGS,1.6-B,INFORMATIONAL SUBMITTALS,Certificates,"Mill Certificates : Signed by manufacturers of stainless steel products, certifying that products 
furnished comply with requirements."
057313,GLAZED DECORATIVE METAL RAILINGS,1.6-D-1,INFORMATIONAL SUBMITTALS,Reports,1. For glazed decorative metal railings.
057313,GLAZED DECORATIVE METAL RAILINGS,1.6-E,INFORMATIONAL SUBMITTALS,Test Reports,Preconstruction test reports.
057313,GLAZED DECORATIVE METAL RAILINGS,1.7-A-1,QUALITY ASSURANCE,Mockups,"1. Build mockups for each form and finish of structural glass railing consisting of top rail, 
structural glass, base channel, and anchorage system components that are full height and 
are not less than 24 inches in length."
057313,GLAZED DECORATIVE METAL RAILINGS,1.7-A-2,QUALITY ASSURANCE,Mockups,"2. Subject to compliance with requirements, approved mockups may become part of the 
completed Work if undisturbed at time of Substantial Completion."
057313,GLAZED DECORATIVE METAL RAILINGS,1.9-A-1,WARRANTY,Manufacturers Warranty,1. Warranty Period: 10 years from date of Substantial Completion.
057313,GLAZED DECORATIVE METAL RAILINGS,2.2-A,PERFORMANCE REQUIREMENTS,Delegated-Design Submittal,"Delegated Design : Engagea qualified professional engineer, as defined in Section 014000 
""Quality Requirements,"" to design glazed decorative metal railings, including attachment to
building construction."
061053,MISCELLANEOUS ROUGH CARPENTRY,1.4-A-1,ACTION SUBMITTALS,Product Data,"1. Include data for wood-preservative treatment from chemical treatment manufacturer and 
certification by treating plant that treated materials comply with requirements. Indicate 
type of preservative used and net amount of preservative retained."
061053,MISCELLANEOUS ROUGH CARPENTRY,1.4-A-2,ACTION SUBMITTALS,Product Data,"2. Include data for fire-retardant treatment from chemical treatment manufacturer and 
certification by treating plant that treated materials comply with requirements. Include 
physical properties of treated materials based on testing bya qualified independent 
testing agency."
061053,MISCELLANEOUS ROUGH CARPENTRY,1.4-A-3,ACTION SUBMITTALS,Product Data,"3. For fire-retardant treatments, include physical properties of treated lumber both before 
and after exposure to elevated temperatures, based on testing bya qualified independent 
testing agency according to ASTM D5664."
061053,MISCELLANEOUS ROUGH CARPENTRY,1.4-A-4,ACTION SUBMITTALS,Product Data,"4. For products receivinga waterborne treatment, include statement that moisture content of 
treated materials was reduced to levels specified before shipment to Project site."
061053,MISCELLANEOUS ROUGH CARPENTRY,1.5-A-1,INFORMATIONAL SUBMITTALS,Reports,1. Preservative-treated wood.
061053,MISCELLANEOUS ROUGH CARPENTRY,1.5-A-2,INFORMATIONAL SUBMITTALS,Reports,2. Fire-retardant-treated wood.
061053,MISCELLANEOUS ROUGH CARPENTRY,1.5-A-3,INFORMATIONAL SUBMITTALS,Reports,3. Power-driven fasteners.
061053,MISCELLANEOUS ROUGH CARPENTRY,1.5-A-4,INFORMATIONAL SUBMITTALS,Reports,4. Post-installed anchors.
061053,MISCELLANEOUS ROUGH CARPENTRY,1.5-A-5,INFORMATIONAL SUBMITTALS,Reports,5. Metal framing anchors.
062023,INTERIOR FINISH CARPENTRY,1.3-A,ACTION SUBMITTALS,Samples,Samples : For each exposed product and for each color and texture specified.
062023,INTERIOR FINISH CARPENTRY,1.3-B-1,ACTION SUBMITTALS,Samples,"1. For each species and cut of lumber and panel products with nonfactory-applied finish, with 
half of exposed surface finished; 50 sq. in. for lumber and 8 by 10 inches for panels."
064113,WOOD-VENEER-FACED ARCHITECTURAL CABINETS,1.5-A-1,ACTION SUBMITTALS,Product Data,"1. Include data for fire-retardant treatment from chemical-treatment manufacturer and 
certification by treating plant that treated materials comply with requirements."
